iter	MultiClass
234	0.09960709679
235	0.09957753428
236	0.0993883764
237	0.09930326835
238	0.09920163975
239	0.09913200359
240	0.09909206458
241	0.09903262044
242	0.09898664849
243	0.09894422964
244	0.09887621701
245	0.09880436938
246	0.09875382141
247	0.09872362904
248	0.09861708181
249	0.09854804466
250	0.09848342171
251	0.09838174318
252	0.09832048761
253	0.09829197728
254	0.09821401599
255	0.09817376755
256	0.09806481242
257	0.09795276102
258	0.09787737785
259	0.09779434491
260	0.09771466291
261	0.09763341867
262	0.09759185286
263	0.09748898661
264	0.09738263618
265	0.09734110071
266	0.09726981723
267	0.09720444516
268	0.09714713326
269	0.09711654713
270	0.09709902656
271	0.09705564331
272	0.09694723298
273	0.0968468579
274	0.09680447156
275	0.09674684907
276	0.09670244205
277	0.0966412859
278	0.09662647984
279	0.09660650163
280	0.09650153138
281	0.09644905255
282	0.09634381517
283	0.09629920775
284	0.09622124717
285	0.09614215686
286	0.09607084815
287	0.09602879744
288	0.09597894712
289	0.09587285315
290	0.09582250128
291	0.09575720254
292	0.09569630241
293	0.09562572958
294	0.0955839418
295	0.09554376714
296	0.09541328416
297	0.09531799276
298	0.09526046036
299	0.09521179342
300	0.09518243675
301	0.09514061611
302	0.09511150765
303	0.09504920327
304	0.09502057743
305	0.0948975236
306	0.09485926301
307	0.09478880988
308	0.09475788941
309	0.09463962731
310	0.09456520225
311	0.09450673172
312	0.09444088859
313	0.09437217073
314	0.09434431343
315	0.09432183222
316	0.09431076984
317	0.09426689447
318	0.09424819823
319	0.09415044891
320	0.09410779055
321	0.09405747349
322	0.09401516207
323	0.09400751192
324	0.09395667602
325	0.0939029048
326	0.09385152821
327	0.09380048552
328	0.09370999827
329	0.09367171906
330	0.09364784123
331	0.0936092653
332	0.09355815283
333	0.09350078935
334	0.09341072879
335	0.09332467387
336	0.09330482903
337	0.09323459956
338	0.09321504272
339	0.09313746551
340	0.09312090813
341	0.09304939617
342	0.09301450519
343	0.09293736695
344	0.09290918768
345	0.09286952256
346	0.0928390568
347	0.09276193603
348	0.09272267674
349	0.09267075022
350	0.09263364049
351	0.09261341253
352	0.09252225766
353	0.09250664556
354	0.09242056706
355	0.09236428947
356	0.09234500485
357	0.09227261721
358	0.09220768834
359	0.09216736573
360	0.09213758064
361	0.09210481306
362	0.09208106092
363	0.0920583604
364	0.09196602737
365	0.09192269192
366	0.09185926017
367	0.09183681116
368	0.09180304227
369	0.09173948785
370	0.09172256931
371	0.09163160302
372	0.09161410366
373	0.09153707452
374	0.09150290226
375	0.09142234366
376	0.0913892761
377	0.09135290839
378	0.09130420767
379	0.09125400871
380	0.09122754532
381	0.09117439681
382	0.09113589247
383	0.09109801925
384	0.09107997675
385	0.09105066352
386	0.09100772533
387	0.09096129593
388	0.09092679854
389	0.09087957178
390	0.09083616967
391	0.09080390865
392	0.09078918944
393	0.09075559484
394	0.09071832128
395	0.09067325055
396	0.09063648993
397	0.09061573566
398	0.09058881441
399	0.09051294545
400	0.0904590817
401	0.09040738239
402	0.09035129861
403	0.09029141805
404	0.09027225726
405	0.09023871346
406	0.09021375782
407	0.09019747246
408	0.09018069855
409	0.09014063948
410	0.09012669665
411	0.09009059288
412	0.09005092031
413	0.0900158477
414	0.08998028386
415	0.08995886248
416	0.08992941847
417	0.08991281842
418	0.0898910961
419	0.08987263303
420	0.08985949509
421	0.08979502834
422	0.0897777691
423	0.08975862191
424	0.08975037091
425	0.0897259253
426	0.08967617085
427	0.08966062029
428	0.0896376171
429	0.08961492025
430	0.08960207008
431	0.08957484094
432	0.08954944297
433	0.08951714293
434	0.0894787656
435	0.08943433326
436	0.0893931812
437	0.08937642732
438	0.08935520203
439	0.08934540616
440	0.08932545083
441	0.08929627928
442	0.08928774707
443	0.0892530151
444	0.08918267383
445	0.08916148226
446	0.08910618897
447	0.08907874623
448	0.08906280325
449	0.08902144909
450	0.08899654674
451	0.08896514011
452	0.08893600409
453	0.08891667768
454	0.0888760258
455	0.08886482179
456	0.08882859378
457	0.08880369442
458	0.0887870384
459	0.0887577644
460	0.08873895827
461	0.08871561165
462	0.0886887942
463	0.08866548756
